fecha,close_price,trading_volume,rsi_14,sentiment_score,news_volume
2025-02-18,139.35433959960938,219176600,62.443207817151446,0.0,0.0
2025-02-19,139.18438720703125,167536000,71.15225291828455,0.0,0.0
2025-02-20,140.06410217285156,143903600,71.09713409828645,0.0,0.0
2025-02-21,134.38595581054688,228217600,69.02488147180586,0.0,0.0
2025-02-24,130.23733520507812,251381100,67.69750096703184,0.0,0.0
2025-02-25,126.58851623535156,271428700,59.94019975427553,0.0,0.0
2025-02-26,131.23699951171875,322553800,58.35273753594998,0.0,0.0
2025-02-27,120.11064147949219,443175800,40.70602540481178,0.0,0.0
2025-02-28,124.87908172607422,389091100,45.03030782983343,0.0,0.0
2025-03-03,114.02263641357422,411381400,32.774146606377826,0.0,0.0
2025-03-04,115.9520034790039,398163300,35.45595551277381,0.0,0.0
2025-03-05,117.2615737915039,284337900,37.95264692424519,0.0,0.0
2025-03-06,110.53378295898438,321181900,29.406894633141377,0.0,0.0
2025-03-07,112.65309143066406,341755500,27.67157228021344,0.0,0.0
2025-03-10,106.94495391845703,366487400,24.56856889061318,0.0,0.0
2025-03-11,108.72437286376953,354865700,26.687082992003738,0.0,0.0
2025-03-12,115.71273803710938,323857500,32.95612096891941,0.0,0.0
2025-03-13,115.55277252197266,299033100,35.71492475006072,0.0,0.0
2025-03-14,121.6413345336914,277593500,43.666281060052604,0.0,0.0
2025-03-17,119.50183868408203,255501500,44.65960158839854,0.0,0.0
2025-03-18,115.40280151367188,299686900,37.967982635002464,0.0,0.0
2025-03-19,117.4923095703125,273426200,47.693644719069646,0.0,0.0
2025-03-20,118.50206756591797,248829700,43.9844857756571,0.0,0.0
2025-03-21,117.6722640991211,266498500,54.245916707813905,0.0,0.0
2025-03-24,121.38140106201172,228452500,56.06530090625039,0.0,0.0
2025-03-25,120.66156768798828,167447200,53.84892290912304,0.0,0.0
2025-03-26,113.73320007324219,293463300,53.60548904385998,0.0,0.0
2025-03-27,111.40375518798828,236902100,48.59873382811386,0.0,0.0
2025-03-28,109.6441650390625,229872500,53.321673674560145,0.0,0.0
2025-03-31,108.35446166992188,299212700,49.53923026874419,0.0,0.0
2025-04-01,110.1240463256836,222614000,41.998274500129405,0.0,0.0
2025-04-02,110.39398193359375,220601200,42.63698080241184,0.0,0.0
2025-04-03,101.77601623535156,338769400,23.55604068574968,0.0,0.0
2025-04-04,94.28778076171875,532273800,20.619769219131697,0.0,0.0
2025-04-07,97.61699676513672,611041300,28.896808740830863,0.0,0.0
2025-04-08,96.27731323242188,476243400,24.371993597777518,0.0,0.0
2025-04-09,114.30306243896484,612918300,46.40534605462033,0.0,0.0
2025-04-10,107.5446548461914,437812400,42.128987154541036,0.0,0.0
2025-04-11,110.90386199951172,313417300,41.81249396936383,0.0,0.0
2025-04-14,110.68391418457031,264705000,42.1417284209608,0.0,0.0
2025-04-15,112.1735610961914,228966900,48.65655648544465,0.0,0.0
2025-04-16,104.46538543701172,397016900,44.53026060551623,0.0,0.0
2025-04-17,101.4660873413086,292517500,43.676557279530805,0.0,0.0
2025-04-21,96.88717651367188,288501100,41.56246048537999,0.0,0.0
2025-04-22,98.86670684814453,241004800,41.742448823914174,0.0,0.0
2025-04-23,102.68579864501953,247526000,44.625677216056204,0.0,0.0
2025-04-24,106.40492248535156,220815000,53.46401255680498,0.0,0.0
2025-04-25,110.98385620117188,251064700,63.06321545544675,0.0,0.0
2025-04-28,108.70439147949219,207708500,58.81979516209523,0.0,0.0
2025-04-29,108.99431610107422,170444300,60.28793626648044,0.0,0.0
2025-04-30,108.89433288574219,235044600,43.836858291471124,0.0,0.0
2025-05-01,111.58370208740234,236121500,55.0728278690265,0.0,0.0
2025-05-02,114.47303009033203,190194800,54.5362251641871,0.0,0.0
2025-05-05,113.7931900024414,133163200,53.9060644307807,0.0,0.0
2025-05-06,113.51325988769531,158525600,51.73577012970545,0.0,0.0
2025-05-07,117.03242492675781,206758800,68.26504030709575,0.0,0.0
2025-05-08,117.34235382080078,198428100,75.03153998589156,0.0,0.0
2025-05-09,116.62252044677734,132972200,85.42711237357673,0.0,0.0
